origin,destination
41,48
35,26
90,54
35,30
6,98
55,34
9,41
79,11
11,79
24,47
58,53
20,88
88,20
9,40
38,20
4,30
32,41
26,9
20,33
96,6
63,11
40,28
28,11
23,25
39,48
34,39
6,69
2,93
86,55
5,84
61,82
75,73
41,9
28,58
63,26
11,21
28,90
64,92
28,30
58,12
12,58
62,52
20,37
28,53
29,30
93,41
20,63
9,30
20,34
16,34
20,29
29,20
6,35
52,26
41,51
25,6
41,75
27,41
73,41
39,49
5,34
41,53
52,31
84,48
6,84
41,39
6,64
89,34
28,54
27,28
30,89
14,71
75,35
37,100
20,96
96,20
30,6
20,18
6,26
34,30
30,92
26,52
35,24
29,41
75,5
6,20
39,69
11,56
11,6
75,20
28,38
68,33
75,34
41,21
85,28
71,73
35,75
41,92
96,53
78,92
30,21
21,30
29,60
21,96
73,86
41,30
17,81
44,75
39,30
15,40
79,71
6,54
32,37
39,31
34,11
48,41
40,53
41,31
69,6
76,84
6,41
75,85
85,75
30,35
41,11
8,24
21,41
92,39
58,61
30,34
26,5
55,30
30,55
24,44
44,24
9,27
27,9
84,76
98,39
39,98
28,8
34,7
7,34
63,20
61,58
51,23
34,23
69,39
32,14
76,41
11,41
64,23
9,6
73,49
5,27
40,48
48,40
41,24
31,41
5,14
35,8
86,27
30,84
84,30
27,5
35,45
45,35
91,34
66,38
35,29
35,16
92,29
35,39
12,34
72,62
5,40
14,29
42,46
30,53
26,34
34,26
97,42
6,53
53,6
34,67
39,41
9,52
6,11
25,96
53,29
5,68
21,37
96,39
79,1
11,14
39,4
39,75
19,46
58,7
23,39
70,3
68,5
54,27
52,9
28,29
92,6
45,6
28,39
53,92
23,34
40,75
75,40
29,93
5,94
26,68
62,9
31,64
26,41
64,52
57,56
9,62
45,5
11,40
39,11
84,6
6,79
1,53
53,1
28,7
34,53
53,34
34,16
51,26
21,45
53,14
16,14
26,39
92,53
53,39
11,92
86,6
11,53
40,11
40,21
21,40
11,26
26,80
11,24
14,51
11,20
14,28
6,16
20,11
11,62
42,26
27,52
53,40
39,92
48,39
79,69
48,21
90,73
39,40
5,41
20,53
16,53
36,40
41,23
24,34
7,53
80,97
51,49
98,11
30,68
68,30
27,54
26,30
13,30
41,98
32,72
47,34
39,52
37,35
49,29
6,40
40,6
33,51
41,64
84,40
53,58
57,49
26,37
28,47
71,75
34,75
11,32
4,96
32,39
34,29
7,28
23,21
2,6
12,89
53,37
24,28
5,60
70,21
6,92
93,26
12,57
72,39
17,57
53,28
89,30
27,34
52,32
32,52
49,90
34,42
43,34
53,51
53,35
18,73
6,3
20,47
42,17
15,74
45,21
20,26
4,53
53,80
52,3
30,79
92,26
39,26
29,6
5,48
32,48
79,31
29,47
36,6
23,11
40,10
98,2
33,92
35,6
29,21
35,17
3,14
2,17
72,35
35,72
39,28
28,40
51,41
39,1
16,11
80,11
53,27
64,39
38,58
33,4
82,4
51,28
51,33
21,32
29,12
30,54
73,24
42,49
3,6
26,6
34,21
21,34
16,21
89,39
6,25
59,21
41,34
11,48
73,39
40,58
12,10
55,84
16,40
11,80
6,48
6,31
44,21
52,23
39,64
39,79
57,28
21,39
54,30
6,45
79,30
53,97
11,29
23,94
39,59
48,11
41,69
48,84
79,40
79,70
26,71
66,53
21,66
6,7
37,32
52,75
69,40
31,23
41,76
44,11
48,26
36,5
41,32
18,53
97,20
9,57
53,78
78,53
36,28
24,6
41,87
58,39
40,69
24,52
31,39
76,11
11,76
25,11
48,64
69,84
21,48
28,51
53,89
35,11
11,35
44,47
21,24
90,6
53,84
11,69
40,76
83,30
92,40
12,35
30,40
23,28
46,5
5,46
71,41
53,52
69,23
20,40
92,69
46,29
79,6
30,81
47,25
19,24
60,6
30,71
92,41
21,7
64,27
24,64
79,48
20,39
39,20
17,39
51,34
37,83
51,8
24,19
26,11
65,39
97,39
33,82
30,96
8,51
23,40
29,24
20,28
25,53
92,30
92,28
54,6
40,23
82,37
30,42
58,79
51,29
20,8
28,24
73,51
84,61
29,33
7,49
49,7
34,20
24,27
48,23
58,75
24,25
64,11
34,17
54,16
16,54
78,84
75,53
64,79
37,30
5,78
71,34
6,60
34,97
62,39
74,17
25,28
38,27
79,21
25,29
61,28
26,60
58,17
41,60
16,38
19,75
28,55
60,11
80,28
90,30
39,93
35,53
26,54
13,20
29,26
7,30
29,73
73,29
44,53
45,20
25,68
24,35
45,64
78,29
37,6
29,84
84,29
23,29
11,54
36,69
39,76
23,69
74,38
38,74
11,64
47,24
8,53
58,14
26,29
30,25
78,4
6,29
93,97
11,37
11,19
64,75
38,32
11,58
40,7
80,59
23,52
38,67
19,29
9,23
16,74
54,34
24,29
78,26
53,25
40,60
20,13
18,20
30,65
65,30
5,26
14,16
29,23
57,41
54,9
92,38
39,37
21,16
39,51
1,11
11,1
44,3
64,20
12,39
81,30
28,33
21,23
64,78
29,58
97,53
27,92
14,21
56,20
6,80
69,41
14,5
74,69
65,31
75,54
58,8
74,20
93,84
7,25
29,14
51,53
29,78
41,29
77,11
92,27
84,75
75,84
40,89
6,24
41,7
74,41
41,74
80,79
31,6
48,30
54,75
77,19
19,22
20,74
21,56
80,75
57,53
28,36
31,52
8,74
74,8
30,37
89,53
5,92
54,26
53,57
15,6
21,53
17,6
23,48
20,25
92,45
6,51
71,40
74,84
20,6
52,25
11,16
69,92
35,3
4,8
9,36
24,45
28,23
25,52
54,41
41,54
64,48
92,5
69,8
37,9
79,58
69,26
27,24
74,21
21,74
79,23
34,87
44,7
8,73
12,53
53,12
1,24
7,6
30,90
46,28
48,79
34,6
91,41
13,35
73,16
69,76
51,57
40,79
80,34
51,12
63,35
21,9
22,28
83,53
57,14
9,26
20,22
50,20
29,35
2,39
19,30
7,3
60,29
26,38
41,26
14,20
5,43
36,45
33,39
21,31
46,33
38,1
53,75
27,38
20,83
30,1
14,46
26,42
53,18
91,26
9,51
40,20
4,33
19,33
26,93
26,2
26,53
53,26
41,13
84,100
5,29
29,5
11,28
41,20
31,84
11,44
55,29
29,55
33,20
80,6
14,41
12,37
92,77
26,69
39,21
28,35
23,61
25,21
25,9
76,40
31,54
54,31
64,6
35,28
37,20
59,39
66,92
26,92
72,71
27,64
20,41
17,25
34,80
75,25
7,26
26,7
28,92
31,26
71,33
45,7
26,31
4,52
1,6
49,40
46,69
69,46
58,20
20,46
29,100
8,38
14,12
94,75
75,8
14,24
75,27
35,68
19,28
22,29
12,29
33,26
66,47
61,15
81,63
29,22
57,8
15,57
37,26
1,28
63,1
27,63
4,57
34,8
99,9
25,24
65,25
24,55
100,46
60,9
70,9
79,9
46,82
68,45
64,21
34,71
52,78
46,34
9,98
100,28
81,28
21,36
46,24
9,64
83,34
40,9
36,9
68,71
72,40
33,25
93,33
62,60
24,33
23,93
78,30
27,25
30,99
9,3
30,9
28,80
82,67
81,99
58,35
81,9
3,19
9,35
61,99
34,3
26,49
9,63
24,3
36,68
43,40
25,71
71,25
26,36
34,93
32,82
36,71
34,43
26,57
16,30
6,82
30,93
25,45
2,30
28,94
94,8
24,87
34,46
61,46
46,80
80,61
28,46
20,1
39,72
100,25
45,79
51,100
98,21
80,46
25,100
27,81
81,27
64,62
71,15
63,7
66,15
98,64
64,98
79,45
49,8
78,5
93,62
60,98
78,40
78,79
6,62
43,74
98,43
15,71
67,33
33,67
54,47
78,52
40,72
32,23
23,32
43,15
67,14
1,67
61,19
19,63
4,15
25,1
19,67
22,34
19,34
65,17
23,64
34,12
4,97
14,67
24,12
22,24
34,19
81,4
97,4
96,63
63,51
4,19
83,4
72,5
24,22
1,75
66,4
75,4
47,33
4,86
65,33
83,1
19,4
86,4
18,12
19,66
1,34
51,15
74,67
1,71
33,19
4,66
75,50
28,65
4,81
65,28
33,86
12,55
55,97
17,65
63,4
75,46
28,1
15,82
94,24
63,19
47,19
12,47
4,89
12,75
65,22
28,19
1,49
4,75
4,77
91,86
92,62
49,38
38,49
1,46
15,100
19,91
75,89
12,49
37,27
1,25
4,83
16,28
12,15
12,51
29,15
15,29
16,7
34,38
29,50
2,21
43,2
12,19
12,43
28,12
15,30
30,2
19,14
66,19
9,2
15,28
27,12
20,9
12,38
2,9
12,20
38,34
6,2
14,30
20,38
29,9
49,17
15,49
68,15
15,46
35,71
5,79
32,21
2,84
32,5
4,2
10,30
84,69
21,11
51,5
5,51
30,32
32,30
5,35
24,39
2,35
5,30
6,27
79,80
47,91
51,86
8,12
12,8
47,87
81,49
61,86
46,87
68,87
33,24
66,12
30,15
20,24
30,24
34,27
2,29
90,15
66,40
25,30
49,25
15,25
5,12
17,8
56,39
39,56
39,17
18,17
18,24
51,87
46,66
61,51
18,27
17,75
18,47
71,19
8,17
38,22
33,18
17,38
50,18
77,18
18,33
18,38
67,17
75,17
57,18
18,51
18,8
38,17
24,14
17,67
46,18
22,38
18,77
47,14
97,1
38,12
18,89
18,71
63,18
46,17
46,25
18,19
17,46
19,77
18,57
74,18
8,18
17,47
82,18
18,65
43,18
19,47
18,55
38,18
18,61
100,15
82,1
19,86
18,46
71,18
1,74
1,18
18,94
100,57
19,87
19,89
17,100
67,65
86,18
82,19
94,18
1,89
47,17
17,28
18,83
18,63
91,17
18,49
18,82
66,17
28,18
83,18
18,86
51,18
89,18
87,17
17,91
65,18
14,65
17,80
67,18
17,66
17,51
19,12
18,43
74,1
51,17
18,74
17,58
43,1
61,18
19,100
100,19
75,24
46,51
71,22
47,46
18,1
89,50
58,82
37,57
83,25
8,22
100,91
47,49
58,24
4,61
65,57
100,47
77,49
77,91
77,87
75,77
75,38
46,49
83,86
12,73
73,18
94,34
43,24
51,24
43,33
63,24
37,34
89,24
34,54
12,42
38,45
51,38
29,63
29,4
52,56
56,52
27,7
11,36
36,11
17,24
47,51
51,47
38,8
34,24
12,25
63,28
16,90
90,16
63,83
47,50
57,19
46,57
50,29
12,66
4,51
47,4
49,12
49,46
47,57
1,63
50,38
14,66
36,41
45,68
90,1
38,47
63,30
46,8
47,8
49,57
63,68
58,34
24,8
66,29
13,63
32,36
36,32
63,29
27,37
4,63
68,2
8,19
19,8
19,38
46,15
63,8
34,1
7,38
8,66
7,37
37,7
63,57
1,20
29,8
8,4
80,51
38,14
15,47
83,19
12,46
8,16
16,8
37,8
63,27
1,57
15,2
38,57
29,68
68,29
4,68
15,68
63,15
15,63
57,68
63,34
83,45
46,30
1,68
68,1
2,45
46,27
9,45
35,7
30,57
57,30
23,2
7,24
2,5
21,68
2,63
63,2
49,27
35,2
2,57
57,2
19,68
2,36
49,37
47,68
39,2
2,11
11,2
38,15
6,68
68,6
24,20
27,17
12,90
7,66
16,49
28,2
35,15
2,37
68,7
37,24
8,45
15,45
47,35
14,7
19,16
20,45
51,2
20,4
14,27
47,2
5,45
19,45
57,20
68,24
24,68
21,46
45,34
68,11
6,63
2,34
6,4
36,15
23,15
15,39
39,15
11,15
35,14
5,63
2,20
20,2
6,1
6,19
14,2
47,6
19,32
23,49
34,5
55,5
29,36
9,16
47,11
23,9
14,8
37,29
35,36
63,32
24,66
47,63
36,2
63,12
32,2
38,28
46,14
30,27
27,30
7,68
45,8
32,35
16,9
36,34
39,27
17,34
1,37
8,63
34,4
8,37
30,4
4,14
45,4
27,66
57,7
5,15
12,45
2,14
66,14
51,27
68,8
2,49
45,11
45,24
27,2
36,46
6,66
39,24
41,14
57,46
8,47
45,2
8,15
15,8
68,47
27,29
19,2
57,16
4,36
36,21
68,37
68,46
68,4
30,46
24,15
2,28
45,15
45,47
9,15
38,2
34,9
66,6
7,8
1,47
45,63
51,14
46,68
8,68
7,19
30,19
46,16
16,46
30,38
47,16
2,24
15,11
3,32
36,57
24,9
14,36
24,51
37,45
57,1
37,46
57,12
28,20
46,35
8,30
14,63
63,14
30,36
15,16
9,1
57,5
11,47
81,68
1,8
34,66
34,47
8,7
35,1
29,17
34,63
9,68
4,37
37,4
24,7
68,21
12,7
30,7
7,45
4,45
68,34
34,45
11,68
9,4
2,7
79,12
57,63
47,83
34,57
4,24
7,63
68,57
27,51
29,2
37,47
7,29
16,57
2,38
15,5
47,9
19,7
20,51
37,2
14,15
20,66
35,34
17,68
36,30
15,36
36,29
12,41
12,36
7,32
19,51
63,37
2,81
4,21
2,8
30,17
32,68
9,34
27,6
6,34
36,8
5,20
36,16
8,57
20,19
21,63
12,68
11,45
36,63
7,11
16,32
49,51
8,46
1,12
34,37
16,35
20,12
20,17
45,16
34,35
9,47
11,63
37,11
24,21
23,12
41,78
28,49
47,15
1,35
15,38
15,12
45,57
66,20
47,45
63,21
15,7
17,49
19,37
12,63
45,46
68,12
57,32
57,47
9,37
12,21
50,49
14,57
29,27
20,14
14,35
11,7
45,37
62,6
57,24
17,20
9,24
29,37
9,29
63,36
9,49
11,8
51,20
35,21
30,12
2,16
32,57
36,37
11,49
32,12
49,50
57,17
29,3
37,19
57,9
32,63
2,41
17,33
47,7
40,2
15,35
3,79
37,5
40,16
3,35
57,34
16,83
1,2
33,9
16,23
49,14
3,15
1,9
9,19
10,34
25,15
3,23
35,25
35,12
57,23
90,40
25,90
90,25
23,10
2,19
32,45
23,24
17,32
34,50
90,3
12,27
90,12
57,90
14,90
40,57
24,11
50,90
90,14
50,52
1,23
5,90
32,1
52,24
83,37
1,29
3,90
90,29
12,30
3,12
24,58
4,34
10,11
16,2
19,23
41,16
40,17
5,57
49,16
19,6
57,40
29,11
55,80
14,86
25,18
58,38
24,80
3,45
45,3
22,86
8,25
24,97
49,86
43,46
54,67
28,25
28,66
18,58
38,97
87,1
1,55
33,17
49,89
72,78
4,55
1,61
58,1
46,55
63,91
77,15
78,32
62,72
62,3
49,66
65,86
89,8
80,1
18,34
8,67
67,86
19,18
43,19
74,49
33,49
75,57
37,67
18,45
51,25
78,62
47,86
36,10
56,41
15,61
38,19
9,10
18,37
65,24
87,14
67,87
97,24
75,91
17,7
38,65
89,25
8,75
74,65
22,83
38,89
87,19
43,17
66,87
63,49
1,22
43,61
62,10
51,19
82,8
57,87
1,65
1,13
61,49
71,49
6,10
74,75
17,74
81,65
13,49
50,51
15,77
10,23
12,18
37,25
91,25
62,32
67,47
73,25
89,49
75,67
54,71
88,77
61,24
82,77
22,89
32,64
74,24
47,55
46,67
82,47
91,66
36,62
19,55
74,55
94,65
71,65
17,71
18,3
75,58
38,25
54,42
22,8
64,32
22,75
94,86
43,21
46,42
15,67
47,66
63,25
15,62
3,25
57,100
50,87
8,55
61,1
22,16
97,100
86,17
58,67
97,25
22,1
38,100
15,86
67,24
32,62
10,92
49,33
26,1
13,34
56,84
24,18
94,67
68,26
97,67
98,10
10,98
42,34
62,68
97,86
89,47
62,36
92,10
28,87
38,37
74,58
97,12
87,77
15,24
26,8
13,38
18,16
34,68
10,62
86,19
22,95
43,66
16,42
42,20
14,43
87,66
75,86
50,80
80,50
22,17
80,57
18,80
17,12
57,55
57,61
55,57
7,73
61,57
67,16
17,53
7,42
53,87
22,67
67,42
57,80
20,42
66,86
75,55
55,17
53,17
53,67
53,49
86,14
17,86
42,53
42,7
7,54
24,67
22,27
73,42
7,67
67,7
14,73
17,22
22,54
7,80
7,44
44,73
22,73
87,54
27,22
14,87
28,13
17,54
26,14
75,42
22,58
73,17
14,94
42,12
38,26
97,55
42,80
44,22
55,65
93,100
100,12
64,9
51,89
23,79
23,78
78,23
100,51
61,93
27,61
4,25
89,37
40,29
49,71
58,80
80,58
54,14
18,22
4,67
45,13
35,13
18,35
40,62
13,17
41,62
72,21
68,3
62,21
18,68
100,4
10,100
47,18
9,21
13,68
14,45
3,47
73,67
3,24
26,3
19,43
26,62
37,13
21,26
56,62
3,63
18,26
78,9
3,38
3,86
13,3
13,6
37,65
18,7
65,14
73,34
3,13
63,13
37,49
21,62
15,81
42,25
3,67
37,87
13,87
19,10
88,37
19,81
18,15
17,88
13,66
65,38
13,24
3,87
72,10
53,38
26,72
10,57
42,65
15,18
3,34
42,55
2,10
13,67
3,80
10,3
3,49
21,25
50,65
21,72
21,4
1,54
54,1
89,19
100,1
16,19
65,34
4,18
24,1
13,19
38,46
71,38
94,38
46,54
54,46
38,55
55,38
91,1
12,100
38,87
87,38
55,89
89,55
26,89
89,26
30,58
1,26
1,88
58,74
13,18
100,83
19,3
43,28
13,15
63,96
68,28
74,19
15,13
15,3
3,68
1,80
22,19
68,83
19,74
96,83
19,25
1,45
65,12
67,25
18,4
71,28
1,91
58,49
66,58
11,10
34,10
30,10
10,58
10,61
10,39
61,10
10,70
70,10
10,42
10,4
42,10
10,9
25,51
27,39
91,4
81,37
58,13
80,24
4,80
80,4
25,46
41,43
37,81
55,24
22,26
11,60
3,18
71,4
16,71
13,5
18,93
67,38
12,67
4,91
41,82
38,54
44,12
41,47
75,93
3,43
73,27
68,13
41,77
60,45
86,12
54,77
32,86
55,47
73,68
77,47
34,77
91,100
26,66
3,55
10,77
49,47
73,38
73,100
12,2
91,12
16,47
41,91
67,12
58,46
4,58
73,13
34,2
54,37
12,44
81,3
12,81
26,67
8,58
2,72
42,13
2,13
45,67
81,45
22,46
97,38
13,4
37,93
41,49
42,27
22,47
38,33
64,2
47,26
55,86
22,37
39,10
37,18
10,36
13,45
84,10
26,15
17,3
13,21
21,13
19,26
10,84
2,33
15,26
43,12
10,78
26,17
10,26
10,49
1,94
89,38
51,1
1,100
15,66
92,15
38,3
17,35
33,21
27,67
81,1
19,9
1,70
56,21
19,80
53,15
1,30
73,15
80,19
1,81
45,1
66,1
15,42
55,19
1,66
22,94
26,43
26,47
21,33
21,52
54,18
82,15
17,37
37,17
39,82
1,73
95,1
73,1
15,72
18,13
2,62
63,89
18,100
19,54
26,100
15,9
54,19
28,57
15,65
16,15
86,1
21,43
15,53
16,65
18,54
28,21
1,86
7,18
1,95
19,58
21,35
21,28
27,19
42,15
19,27
60,1
15,73
58,19
15,51
15,34
22,15
15,22
20,15
51,4
35,32
15,85
78,21
43,55
45,12
17,26
45,38
75,14
14,78
9,66
93,2
14,93
57,39
14,42
66,13
34,61
43,83
79,62
22,77
74,86
28,60
28,81
47,54
35,49
43,80
30,80
22,13
70,25
88,95
61,68
32,26
49,60
60,43
26,55
43,14
51,43
38,43
70,36
93,57
33,60
43,38
81,11
79,5
61,54
43,79
56,23
52,1
80,33
77,33
54,68
43,58
80,30
95,4
73,83
70,13
38,35
95,7
49,22
44,2
61,43
2,88
73,7
56,79
22,49
36,60
4,35
92,9
33,63
42,73
98,36
7,2
25,82
23,98
25,22
43,57
95,96
73,65
65,15
22,82
60,70
47,22
70,35
72,23
39,45
26,81
77,34
91,46
71,54
13,54
67,71
68,78
4,43
66,49
54,33
43,4
15,60
93,35
96,95
75,26
13,26
47,71
77,29
82,43
21,92
7,88
35,82
10,2
27,77
22,81
78,45
43,49
82,84
27,95
35,4
44,42
1,93
71,13
51,68
70,60
60,2
54,28
61,20
51,46
81,96
33,83
23,57
10,72
88,1
16,88
83,26
24,43
43,68
21,93
80,38
65,46
30,78
80,54
52,33
52,57
37,88
33,46
96,71
35,50
43,39
35,96
83,46
46,83
21,60
62,5
39,60
45,56
35,86
67,94
49,83
28,61
26,88
37,53
43,94
66,54
10,93
45,84
79,68
24,93
88,33
21,78
9,82
5,61
22,51
1,51
83,13
50,54
20,94
38,63
38,53
33,75
97,51
22,33
33,22
20,65
98,93
35,47
23,68
7,61
62,92
51,22
50,22
25,94
37,68
33,37
51,54
11,78
34,82
86,54
43,54
32,93
2,42
16,75
60,84
29,87
56,93
20,67
51,13
33,53
52,68
27,83
37,73
81,93
43,93
88,45
65,20
42,50
43,67
57,60
36,13
41,83
79,56
39,36
36,64
83,28
83,33
46,43
68,93
95,13
42,94
27,65
30,49
35,67
7,93
41,63
70,93
86,38
38,42
45,78
92,60
73,50
52,93
49,53
56,45
22,45
25,93
52,84
82,61
74,83
92,93
45,88
43,60
39,78
79,93
35,42
22,53
57,54
35,57
43,73
4,60
86,20
9,83
10,46
77,57
68,60
73,94
43,77
37,42
40,78
4,93
11,93
93,46
7,77
61,7
44,65
46,78
27,93
23,46
23,71
93,60
88,7
79,78
46,88
13,93
22,96
47,27
33,55
33,78
61,11
27,70
39,46
24,90
14,13
7,74
80,8
24,42
20,80
70,7
32,24
80,47
80,20
70,54
70,27
78,99
83,89
99,6
6,99
99,23
70,99
80,25
99,56
78,6
67,66
66,80
67,89
79,64
10,64
2,99
45,60
23,60
29,38
62,99
45,99
32,79
25,42
99,32
3,16
49,35
45,77
16,55
42,86
16,80
16,43
15,99
15,78
23,13
3,64
64,45
99,16
16,99
40,99
45,82
55,45
99,78
70,6
13,99
54,99
80,55
80,67
87,50
70,2
11,72
99,72
66,16
